ID	Longitude	Latitude
709	-99.170832	19.307845
710	-99.171634	19.30864
711	-99.168779	19.315721
712	-99.170258	19.325002
713	-99.17156	19.327377
714	-99.181005	19.305449
715	-99.177527	19.307722
716	-99.174665	19.308746
717	-99.177117	19.306014
718	-99.173895	19.305487
719	-99.165726	19.306995
720	-99.166625	19.308348
721	-99.168979	19.306669
722	-99.169774	19.304029
723	-99.170331	19.309932
724	-99.166152	19.322705
725	-99.166579	19.329453
726	-99.162627	19.326114
727	-99.192526	19.34757
728	-99.196673	19.364376
729	-99.183629	19.344614
730	-99.189017	19.342806
731	-99.187046	19.353138
732	-99.187898	19.358173
733	-99.183997	19.361071
734	-99.189471	19.362698
735	-99.190998	19.36576
736	-99.197708	19.365567
737	-99.202552	19.365705
738	-99.205944	19.368286
739	-99.208121	19.365854
740	-99.210377	19.36615
741	-99.18671	19.337734
742	-99.176987	19.365589
743	-99.178437	19.372173
744	-99.185849	19.36635
745	-99.189979	19.371818
746	-99.191883	19.367212
747	-99.194023	19.365852
748	-99.197065	19.365959
749	-99.191336	19.388396
750	-99.189498	19.378316
751	-99.18746	19.385003
752	-99.169199	19.367025
753	-99.187027	19.372017
754	-99.185952	19.382608
755	-99.163957	19.369923
756	-99.159092	19.367734
757	-99.20504	19.338572
758	-99.20723	19.341164
759	-99.204374	19.349927
760	-99.210322	19.35072
761	-99.201897	19.348327
762	-99.195491	19.349563
763	-99.201031	19.358623
764	-99.2069	19.354757
765	-99.206243	19.358888
766	-99.203	19.362767
767	-99.215315	19.33687
768	-99.209313	19.334456
769	-99.211345	19.356858
770	-99.196787	19.341125
771	-99.194722	19.354548
772	-99.19449	19.362543
773	-99.215538	19.383535
774	-99.206271	19.386224
775	-99.207648	19.394729
776	-99.204955	19.369221
777	-99.215276	19.380748
778	-99.21309	19.382769
779	-99.203453	19.382695
780	-99.200438	19.384593
781	-99.201934	19.3913
782	-99.202795	19.389201
783	-99.205194	19.386941
784	-99.205651	19.374656
785	-99.207989	19.373908
786	-99.211697	19.379862
787	-99.207134	19.382809
788	-99.19815	19.38193
789	-99.192829	19.377139
790	-99.203872	19.375974
791	-99.207014	19.377735
792	-99.204746	19.388542
793	-99.210332	19.372732
794	-99.211334	19.378242
795	-99.212279	19.375642
796	-99.2182	19.378221
797	-99.216141	19.376402
798	-99.209591	19.369414
799	-99.215924	19.388362
800	-99.212465	19.393196
801	-99.212045	19.389944
802	-99.207704	19.390855
803	-99.218632	19.383984
804	-99.209603	19.387078
805	-99.206942	19.387018
806	-99.208708	19.386899
807	-99.208181	19.388486
808	-99.206317	19.388798
809	-99.20862	19.393013
810	-99.200619	19.36938
811	-99.197863	19.368351
812	-99.196304	19.368971
813	-99.19599	19.369769
814	-99.196737	19.3723
815	-99.193138	19.373991
816	-99.197271	19.37649
817	-99.20074	19.37501
818	-99.200888	19.366151
819	-99.201423	19.370876
820	-99.203551	19.36768
821	-99.19885	19.367212
822	-99.193079	19.370738
823	-99.193911	19.378732
824	-99.197666	19.389085
825	-99.198988	19.394772
826	-99.19558	19.395434
